,PV output,PeriodStart,hours
4684,0.0,2019/05/11,04
4727,0.0,2019/05/12,23
4717,8861.777778,2019/05/12,13
4718,8553.519444,2019/05/12,14
4719,4972.825,2019/05/12,15
4720,1330.5,2019/05/12,16
4723,352.84722220000003,2019/05/12,19
4722,2224.458333,2019/05/12,18
4724,0.0,2019/05/12,20
4725,0.0,2019/05/12,21
4716,9655.041667,2019/05/12,12
4721,1877.2777780000001,2019/05/12,17
4726,0.0,2019/05/12,22
4715,5681.061111,2019/05/12,11
4713,2667.0305559999997,2019/05/12,09
4704,0.0,2019/05/12,00
4705,0.0,2019/05/12,01
4706,0.0,2019/05/12,02
4707,0.0,2019/05/12,03
4714,3732.725,2019/05/12,10
4709,0.0,2019/05/12,05
4710,43.76353276,2019/05/12,06
4711,1173.019444,2019/05/12,07
4712,2727.933333,2019/05/12,08
4708,0.0,2019/05/12,04
4741,10911.575,2019/05/13,13
4750,0.0,2019/05/13,22
4749,0.0,2019/05/13,21
4748,210.9,2019/05/13,20
4747,1419.372222,2019/05/13,19
4746,3670.3305560000003,2019/05/13,18
4745,4434.033426,2019/05/13,17
4744,7012.752778,2019/05/13,16
4743,7360.811111,2019/05/13,15
4742,8816.877778,2019/05/13,14
4740,9750.55,2019/05/13,12
4751,0.0,2019/05/13,23
4738,8067.352778,2019/05/13,10
4728,0.0,2019/05/13,00
4729,0.0,2019/05/13,01
4730,0.0,2019/05/13,02
4731,0.0,2019/05/13,03
4732,0.0,2019/05/13,04
4739,9111.255556,2019/05/13,11
4734,141.9638889,2019/05/13,06
4735,1696.294444,2019/05/13,07
4736,3976.1083329999997,2019/05/13,08
4737,5502.544444,2019/05/13,09
4733,0.0,2019/05/13,05
4765,9897.344444,2019/05/14,13
4766,8589.725,2019/05/14,14
4767,9274.427778,2019/05/14,15
4768,8146.7,2019/05/14,16
4769,6544.594443999999,2019/05/14,17
4771,1949.872222,2019/05/14,19
4772,157.22253519999998,2019/05/14,20
4773,0.0,2019/05/14,21
4774,0.0,2019/05/14,22
4764,10240.78333,2019/05/14,12
4770,4327.436111,2019/05/14,18
4775,0.0,2019/05/14,23
4763,9382.636111,2019/05/14,11
4761,6160.472222,2019/05/14,09
4760,3994.625,2019/05/14,08
4759,1781.9777780000002,2019/05/14,07
4758,175.3527778,2019/05/14,06
4757,0.0,2019/05/14,05
4756,0.0,2019/05/14,04
4755,0.0,2019/05/14,03
4754,0.0,2019/05/14,02
4753,0.0,2019/05/14,01
4752,0.0,2019/05/14,00
4762,8025.536111,2019/05/14,10
4791,8225.311110999999,2019/05/15,15
4792,6409.158332999999,2019/05/15,16
4793,3209.458333,2019/05/15,17
4794,2230.413889,2019/05/15,18
4790,7896.319444,2019/05/15,14
4796,88.86666667,2019/05/15,20
4797,0.0,2019/05/15,21
4798,0.0,2019/05/15,22
4799,0.0,2019/05/15,23
4795,623.9194444,2019/05/15,19
4789,8391.419444,2019/05/15,13
4788,8469.722222,2019/05/15,12
4787,8785.147222,2019/05/15,11
4777,0.0,2019/05/15,01
4778,0.0,2019/05/15,02
4779,0.0,2019/05/15,03
4780,0.0,2019/05/15,04
4781,0.0,2019/05/15,05
4776,0.0,2019/05/15,00
4783,1430.638889,2019/05/15,07
4784,3618.747222,2019/05/15,08
4785,6170.466667000001,2019/05/15,09
4786,8268.608333,2019/05/15,10
4782,180.70621469999998,2019/05/15,06
4814,7598.419444,2019/05/16,14
4815,8896.825,2019/05/16,15
4816,8063.7,2019/05/16,16
4817,6260.708333,2019/05/16,17
4818,4205.369444,2019/05/16,18
4820,235.26388889999998,2019/05/16,20
4821,0.0,2019/05/16,21
4822,0.0,2019/05/16,22
4823,0.0,2019/05/16,23
4813,8098.997222,2019/05/16,13
4819,2046.7722219999998,2019/05/16,19
4812,10183.544440000001,2019/05/16,12
4811,9323.363889,2019/05/16,11
4810,7206.077778,2019/05/16,10
4801,0.0,2019/05/16,01
4802,0.0,2019/05/16,02
4803,0.0,2019/05/16,03
4804,0.0,2019/05/16,04
4800,0.0,2019/05/16,00
4806,107.62222220000001,2019/05/16,06
4807,1533.947222,2019/05/16,07
4808,3752.0694439999997,2019/05/16,08
4809,6561.438889,2019/05/16,09
4805,0.0,2019/05/16,05
4837,5393.138889,2019/05/17,13
4846,0.0,2019/05/17,22
4845,0.0,2019/05/17,21
4844,0.0,2019/05/17,20
4843,103.8666667,2019/05/17,19
4842,1007.1444439999999,2019/05/17,18
4841,3568.0668520000004,2019/05/17,17
4840,3579.005556,2019/05/17,16
4839,5401.783332999999,2019/05/17,15
4838,6348.536111,2019/05/17,14
4836,6155.797222,2019/05/17,12
4847,0.0,2019/05/17,23
4834,5659.983333,2019/05/17,10
4824,0.0,2019/05/17,00
4825,0.0,2019/05/17,01
4826,0.0,2019/05/17,02
4827,0.0,2019/05/17,03
4828,0.0,2019/05/17,04
4835,6947.958333,2019/05/17,11
4830,320.1972222,2019/05/17,06
4831,1903.625,2019/05/17,07
4832,3120.488889,2019/05/17,08
4833,4034.5083329999998,2019/05/17,09
4829,0.447222222,2019/05/17,05
4861,5037.286111,2019/05/18,13
4870,0.0,2019/05/18,22
4869,0.0,2019/05/18,21
4868,0.0,2019/05/18,20
4867,769.15,2019/05/18,19
4866,1511.502778,2019/05/18,18
4865,2408.947222,2019/05/18,17
4864,2991.7805559999997,2019/05/18,16
4863,3447.4222219999997,2019/05/18,15
4862,4971.488889,2019/05/18,14
4860,5202.45,2019/05/18,12
4871,0.0,2019/05/18,23
4858,4271.169444,2019/05/18,10
4848,0.0,2019/05/18,00
4849,0.0,2019/05/18,01
4850,0.0,2019/05/18,02
4851,0.0,2019/05/18,03
4852,0.0,2019/05/18,04
4859,5371.047222,2019/05/18,11
4854,78.825,2019/05/18,06
4855,914.5388889000001,2019/05/18,07
4856,2335.277778,2019/05/18,08
4857,3156.288889,2019/05/18,09
4853,0.0,2019/05/18,05
4885,2473.511111,2019/05/19,13
4886,4190.211111,2019/05/19,14
4887,4897.591667000001,2019/05/19,15
4888,4571.094443999999,2019/05/19,16
4889,1834.7444440000002,2019/05/19,17
4891,2093.375,2019/05/19,19
4892,606.4666667,2019/05/19,20
4893,0.0,2019/05/19,21
4894,0.0,2019/05/19,22
4884,5840.708333,2019/05/19,12
4890,4195.472222,2019/05/19,18
4895,0.0,2019/05/19,23
4883,3551.1444439999996,2019/05/19,11
4881,4063.497222,2019/05/19,09
4880,1719.6777780000002,2019/05/19,08
4879,478.875,2019/05/19,07
4878,0.0,2019/05/19,06
4877,0.0,2019/05/19,05
4876,0.0,2019/05/19,04
4875,0.0,2019/05/19,03
4874,0.0,2019/05/19,02
4873,0.0,2019/05/19,01
4872,0.0,2019/05/19,00
4882,4364.338889,2019/05/19,10
4910,823.0277778,2019/05/20,14
4911,747.5055556,2019/05/20,15
4912,1308.083333,2019/05/20,16
4913,1887.1583329999999,2019/05/20,17
4909,1325.605556,2019/05/20,13
4915,475.1777778,2019/05/20,19
4916,0.0,2019/05/20,20
4917,0.0,2019/05/20,21
4918,0.0,2019/05/20,22
4914,1375.141667,2019/05/20,18
4908,1598.308989,2019/05/20,12
4919,0.0,2019/05/20,23
4906,913.2472222000001,2019/05/20,10
4896,0.0,2019/05/20,00
4897,0.0,2019/05/20,01
4898,0.0,2019/05/20,02
4899,0.0,2019/05/20,03
4900,0.0,2019/05/20,04
4907,1566.111111,2019/05/20,11
4902,0.0,2019/05/20,06
4903,0.0,2019/05/20,07
4904,227.6944444,2019/05/20,08
4905,882.7138889,2019/05/20,09
4901,0.0,2019/05/20,05
4942,0.0,2019/05/21,22
4941,0.0,2019/05/21,21
4940,315.72222220000003,2019/05/21,20
4939,2032.9416670000003,2019/05/21,19
4938,1557.188889,2019/05/21,18
4937,1464.997222,2019/05/21,17
4936,4334.119444,2019/05/21,16
4935,5978.497222,2019/05/21,15
4934,4386.111111,2019/05/21,14
4933,6026.808333,2019/05/21,13
4932,4113.811111,2019/05/21,12
4943,0.0,2019/05/21,23
4930,3754.647222,2019/05/21,10
4920,0.0,2019/05/21,00
4921,0.0,2019/05/21,01
4922,0.0,2019/05/21,02
4923,0.0,2019/05/21,03
4924,0.0,2019/05/21,04
4931,4040.475,2019/05/21,11
4926,0.0,2019/05/21,06
4927,0.0,2019/05/21,07
4928,956.3194444000001,2019/05/21,08
4929,1915.85,2019/05/21,09
4925,0.0,2019/05/21,05
4957,9439.036111,2019/05/22,13
4958,9091.652778,2019/05/22,14
4959,2773.225627,2019/05/22,15
4960,3332.730556,2019/05/22,16
4961,5572.483333,2019/05/22,17
4963,2195.247222,2019/05/22,19
4964,475.16666669999995,2019/05/22,20
4965,0.0,2019/05/22,21
4966,0.0,2019/05/22,22
4956,9286.544444,2019/05/22,12
4962,4853.025,2019/05/22,18
4967,0.0,2019/05/22,23
4955,8662.430556,2019/05/22,11
4953,6050.844443999999,2019/05/22,09
4954,7624.0,2019/05/22,10
4944,0.0,2019/05/22,00
4945,0.0,2019/05/22,01
4946,0.0,2019/05/22,02
4947,0.0,2019/05/22,03
4949,0.0,2019/05/22,05
4950,265.8083333,2019/05/22,06
4951,1676.930556,2019/05/22,07
4952,3382.833333,2019/05/22,08
4948,0.0,2019/05/22,04
4991,0.0,2019/05/23,23
4981,9481.552778,2019/05/23,13
4982,9222.786111,2019/05/23,14
4983,8578.897222,2019/05/23,15
4984,7737.447222,2019/05/23,16
4987,2250.811111,2019/05/23,19
4986,4365.122222,2019/05/23,18
4988,413.6666667,2019/05/23,20
4989,0.0,2019/05/23,21
4980,9291.858333,2019/05/23,12
4985,6215.180556,2019/05/23,17
4990,0.0,2019/05/23,22
4979,8612.308332999999,2019/05/23,11
4977,5928.45,2019/05/23,09
4968,0.0,2019/05/23,00
4969,0.0,2019/05/23,01
4970,0.0,2019/05/23,02
4971,0.0,2019/05/23,03
4978,7436.322222,2019/05/23,10
4973,0.0,2019/05/23,05
4974,416.34831460000004,2019/05/23,06
4975,2163.930556,2019/05/23,07
4976,3922.1,2019/05/23,08
4972,0.0,2019/05/23,04
5006,8602.858333,2019/05/24,14
5015,0.0,2019/05/24,23
5014,0.0,2019/05/24,22
5013,0.0,2019/05/24,21
5012,0.0,2019/05/24,20
5011,390.0361111,2019/05/24,19
5010,1429.322222,2019/05/24,18
5009,4979.383333,2019/05/24,17
5008,6359.886111,2019/05/24,16
5007,8345.688889000001,2019/05/24,15
5005,8268.208333,2019/05/24,13
5004,7492.044444,2019/05/24,12
4992,0.0,2019/05/24,00
5003,6777.477778,2019/05/24,11
4993,0.0,2019/05/24,01
4994,0.0,2019/05/24,02
4996,0.0,2019/05/24,04
4997,0.45555555600000003,2019/05/24,05
4995,0.0,2019/05/24,03
4999,1986.725,2019/05/24,07
5000,4150.480556,2019/05/24,08
5001,4652.913889,2019/05/24,09
5002,6150.986111,2019/05/24,10
4998,125.33426180000001,2019/05/24,06
5033,446.91388889999996,2019/05/25,17
5030,4885.230556,2019/05/25,14
5031,6561.436047,2019/05/25,15
5032,2670.636111,2019/05/25,16
5034,1462.147222,2019/05/25,18
5029,1351.855556,2019/05/25,13
5036,28.1574344,2019/05/25,20
5037,0.0,2019/05/25,21
5038,0.0,2019/05/25,22
5039,0.0,2019/05/25,23
5035,1388.791667,2019/05/25,19
5028,4846.255556,2019/05/25,12
5016,0.0,2019/05/25,00
5026,5992.830556,2019/05/25,10
5025,4121.45,2019/05/25,09
5024,2505.4916670000002,2019/05/25,08
5023,1140.5388890000002,2019/05/25,07
5022,249.52222220000002,2019/05/25,06
5021,0.436111111,2019/05/25,05
5020,0.0,2019/05/25,04
5019,0.0,2019/05/25,03
5018,0.0,2019/05/25,02
5017,0.0,2019/05/25,01
5027,6623.380556,2019/05/25,11
5054,4519.419444,2019/05/26,14
5055,1717.452778,2019/05/26,15
5056,5561.044444,2019/05/26,16
5057,3040.7805559999997,2019/05/26,17
5058,2779.011111,2019/05/26,18
5063,0.0,2019/05/26,23
5060,149.06666669999998,2019/05/26,20
5061,0.0,2019/05/26,21
5062,0.0,2019/05/26,22
5053,9874.502778,2019/05/26,13
5059,740.0,2019/05/26,19
5051,8012.705556,2019/05/26,11
5048,3606.927778,2019/05/26,08
5050,6597.577586,2019/05/26,10
5049,5754.127778,2019/05/26,09
5052,9127.736111,2019/05/26,12
5047,1665.013889,2019/05/26,07
5046,250.98055559999997,2019/05/26,06
5045,0.0,2019/05/26,05
5044,0.0,2019/05/26,04
5043,0.0,2019/05/26,03
5042,0.0,2019/05/26,02
5041,0.0,2019/05/26,01
5040,0.0,2019/05/26,00
5078,8651.936110999999,2019/05/27,14
5079,6015.733333,2019/05/27,15
5080,4796.975,2019/05/27,16
5081,4434.880556,2019/05/27,17
5082,2868.005556,2019/05/27,18
5087,0.0,2019/05/27,23
5084,123.76944440000001,2019/05/27,20
5085,0.0,2019/05/27,21
5086,0.0,2019/05/27,22
5077,8839.283333,2019/05/27,13
5083,1865.061111,2019/05/27,19
5076,9313.854286,2019/05/27,12
5075,8899.377778,2019/05/27,11
5074,5478.913889,2019/05/27,10
5065,0.0,2019/05/27,01
5066,0.0,2019/05/27,02
5067,0.0,2019/05/27,03
5068,0.0,2019/05/27,04
5064,0.0,2019/05/27,00
5070,413.9439776,2019/05/27,06
5071,1823.9722219999999,2019/05/27,07
5072,3088.880556,2019/05/27,08
5073,3468.8055560000003,2019/05/27,09
5069,0.0,2019/05/27,05
5101,729.4472222,2019/05/28,13
5110,0.0,2019/05/28,22
5109,0.0,2019/05/28,21
5108,121.64444440000001,2019/05/28,20
5107,448.0472222,2019/05/28,19
5106,1762.577778,2019/05/28,18
5105,1157.2194439999998,2019/05/28,17
5104,1351.082386,2019/05/28,16
5103,718.7855153,2019/05/28,15
5102,1277.736111,2019/05/28,14
5100,1131.744444,2019/05/28,12
5111,0.0,2019/05/28,23
5098,1418.986111,2019/05/28,10
5088,0.0,2019/05/28,00
5089,0.0,2019/05/28,01
5090,0.0,2019/05/28,02
5091,0.0,2019/05/28,03
5092,0.0,2019/05/28,04
5099,2352.533333,2019/05/28,11
5094,174.523511,2019/05/28,06
5095,0.0,2019/05/28,07
5096,384.4138889,2019/05/28,08
5097,894.4555556,2019/05/28,09
5093,0.0,2019/05/28,05
5125,4844.169444,2019/05/29,13
5134,0.0,2019/05/29,22
5133,0.0,2019/05/29,21
5132,397.0861111,2019/05/29,20
5131,1382.1,2019/05/29,19
5130,2387.2,2019/05/29,18
5129,3104.888889,2019/05/29,17
5128,3921.7944439999997,2019/05/29,16
5127,2200.708333,2019/05/29,15
5126,8362.008620999999,2019/05/29,14
5124,5504.211111,2019/05/29,12
5135,0.0,2019/05/29,23
5122,6765.113889,2019/05/29,10
5112,0.0,2019/05/29,00
5113,0.0,2019/05/29,01
5114,0.0,2019/05/29,02
5115,0.0,2019/05/29,03
5116,0.0,2019/05/29,04
5123,4493.5290700000005,2019/05/29,11
5118,155.02777780000002,2019/05/29,06
5119,1227.980556,2019/05/29,07
5120,2185.5944440000003,2019/05/29,08
5121,2634.0472219999997,2019/05/29,09
5117,0.0,2019/05/29,05
5149,9559.502778,2019/05/30,13
5150,9665.905556,2019/05/30,14
5151,8857.669444,2019/05/30,15
5152,6558.538889,2019/05/30,16
5153,4853.047222,2019/05/30,17
5155,952.775,2019/05/30,19
5156,66.43888889,2019/05/30,20
5157,0.0,2019/05/30,21
5158,0.0,2019/05/30,22
5148,9346.891667,2019/05/30,12
5154,1508.2888890000002,2019/05/30,18
5159,0.0,2019/05/30,23
5147,8712.349431999999,2019/05/30,11
5145,5511.113889,2019/05/30,09
5144,3024.088889,2019/05/30,08
5143,1455.92,2019/05/30,07
5142,233.19942200000003,2019/05/30,06
5141,0.0,2019/05/30,05
5140,0.0,2019/05/30,04
5139,0.0,2019/05/30,03
5138,0.0,2019/05/30,02
5137,0.0,2019/05/30,01
5136,0.0,2019/05/30,00
5146,7605.819444,2019/05/30,10
5174,9555.594444,2019/05/31,14
5175,8901.033333,2019/05/31,15
5176,7864.354286,2019/05/31,16
5177,6387.313889,2019/05/31,17
5173,10045.29167,2019/05/31,13
5179,2343.636111,2019/05/31,19
5183,0.0,2019/05/31,23
5181,0.0,2019/05/31,21
5182,0.0,2019/05/31,22
5178,4377.927778,2019/05/31,18
5172,9635.713889,2019/05/31,12
5180,555.3,2019/05/31,20
5170,7566.983333,2019/05/31,10
5160,0.0,2019/05/31,00
5161,0.0,2019/05/31,01
5162,0.0,2019/05/31,02
5163,0.0,2019/05/31,03
5164,0.0,2019/05/31,04
5171,8665.727778,2019/05/31,11
5166,489.28490030000006,2019/05/31,06
5167,2201.6416670000003,2019/05/31,07
5168,4239.691667,2019/05/31,08
5169,6133.836111,2019/05/31,09
5165,0.0,2019/05/31,05
5197,9111.444444,2019/06/01,13
5206,0.0,2019/06/01,22
5205,0.0,2019/06/01,21
5204,707.5,2019/06/01,20
5203,2489.788889,2019/06/01,19
5202,4456.15,2019/06/01,18
5201,6277.838889,2019/06/01,17
5200,7566.466667000001,2019/06/01,16
5199,8632.177778,2019/06/01,15
5198,9164.230556,2019/06/01,14
5196,9034.363889,2019/06/01,12
5207,0.0,2019/06/01,23
5194,7452.477778,2019/06/01,10
5184,0.0,2019/06/01,00
5185,0.0,2019/06/01,01
5186,0.0,2019/06/01,02
5187,0.0,2019/06/01,03
5188,0.0,2019/06/01,04
5195,8520.772222,2019/06/01,11
5190,493.06111110000006,2019/06/01,06
5191,2175.261111,2019/06/01,07
5192,4185.091667000001,2019/06/01,08
5193,5963.196629,2019/06/01,09
5189,0.0,2019/06/01,05
5221,8923.458333,2019/06/02,13
5222,8728.038889,2019/06/02,14
5223,8152.027778,2019/06/02,15
5224,7275.288889,2019/06/02,16
5225,5990.363889,2019/06/02,17
5227,2368.6722219999997,2019/06/02,19
5228,112.5888889,2019/06/02,20
5229,0.0,2019/06/02,21
5230,0.0,2019/06/02,22
5220,8800.774011,2019/06/02,12
5226,4190.563889,2019/06/02,18
5231,0.0,2019/06/02,23
5219,8219.927778,2019/06/02,11
5217,5889.516667,2019/06/02,09
5216,4144.066667,2019/06/02,08
5215,2216.111111,2019/06/02,07
5214,517.6210826,2019/06/02,06
5213,0.0,2019/06/02,05
5212,0.0,2019/06/02,04
5211,0.0,2019/06/02,03
5210,0.0,2019/06/02,02
5209,0.0,2019/06/02,01
5208,0.0,2019/06/02,00
5218,7260.427778,2019/06/02,10
5246,1126.888889,2019/06/03,14
5255,0.0,2019/06/03,23
5247,7678.025,2019/06/03,15
5248,7126.980556,2019/06/03,16
5249,5255.869444,2019/06/03,17
5254,0.0,2019/06/03,22
5251,818.0138889,2019/06/03,19
5252,0.0,2019/06/03,20
5253,0.0,2019/06/03,21
5245,2778.2666670000003,2019/06/03,13
5250,2411.441667,2019/06/03,18
5244,8884.680556,2019/06/03,12
5240,4112.05,2019/06/03,08
5242,6952.494444,2019/06/03,10
5241,5834.069444,2019/06/03,09
5239,2213.461111,2019/06/03,07
5238,500.8662953,2019/06/03,06
5237,0.0,2019/06/03,05
5236,0.0,2019/06/03,04
5235,0.0,2019/06/03,03
5234,0.0,2019/06/03,02
5233,0.0,2019/06/03,01
5232,0.0,2019/06/03,00
5243,7930.636111,2019/06/03,11
5270,8477.152299,2019/06/04,14
5271,8052.791667,2019/06/04,15
5272,7059.194444,2019/06/04,16
5273,5412.130556,2019/06/04,17
5279,0.0,2019/06/04,23
5275,2236.691667,2019/06/04,19
5277,0.0,2019/06/04,21
5278,0.0,2019/06/04,22
5269,8657.541667,2019/06/04,13
5274,3527.255556,2019/06/04,18
5268,8487.988889,2019/06/04,12
5276,402.9833333,2019/06/04,20
5266,6859.844443999999,2019/06/04,10
5265,5355.583333,2019/06/04,09
5264,3826.836111,2019/06/04,08
5263,2055.091667,2019/06/04,07
5262,448.31564249999997,2019/06/04,06
5261,0.0,2019/06/04,05
5260,0.0,2019/06/04,04
5259,0.0,2019/06/04,03
5258,0.0,2019/06/04,02
5257,0.0,2019/06/04,01
5256,0.0,2019/06/04,00
5267,7922.544444,2019/06/04,11
5294,8629.588889,2019/06/05,14
5295,8523.755556,2019/06/05,15
5296,7206.513889,2019/06/05,16
5297,6266.458333,2019/06/05,17
5303,0.0,2019/06/05,23
5299,3026.669444,2019/06/05,19
5300,331.40277779999997,2019/06/05,20
5301,0.0,2019/06/05,21
5302,0.0,2019/06/05,22
5293,8824.069444,2019/06/05,13
5298,4954.494444,2019/06/05,18
5292,8887.752778,2019/06/05,12
5288,3995.038889,2019/06/05,08
5290,7058.047222,2019/06/05,10
5289,5643.708333,2019/06/05,09
5287,2189.369444,2019/06/05,07
5286,454.86388889999995,2019/06/05,06
5285,0.0,2019/06/05,05
5284,0.0,2019/06/05,04
5283,0.0,2019/06/05,03
5282,0.0,2019/06/05,02
5281,0.0,2019/06/05,01
5280,0.0,2019/06/05,00
5291,8092.563889,2019/06/05,11
5321,3843.594444,2019/06/06,17
5318,1847.111111,2019/06/06,14
5319,2953.6083329999997,2019/06/06,15
5320,3175.663889,2019/06/06,16
5322,5147.866667,2019/06/06,18
5317,2169.3444440000003,2019/06/06,13
5324,292.79824560000003,2019/06/06,20
5325,0.0,2019/06/06,21
5326,0.0,2019/06/06,22
5327,0.0,2019/06/06,23
5323,2173.480556,2019/06/06,19
5316,1600.775,2019/06/06,12
5315,975.4916667000001,2019/06/06,11
5314,703.6666667000001,2019/06/06,10
5313,744.7777778,2019/06/06,09
5312,781.5083333,2019/06/06,08
5311,237.65555559999999,2019/06/06,07
5310,0.0,2019/06/06,06
5309,0.0,2019/06/06,05
5308,0.0,2019/06/06,04
5307,0.0,2019/06/06,03
5306,0.0,2019/06/06,02
5305,0.0,2019/06/06,01
5304,0.0,2019/06/06,00
5342,9024.841667,2019/06/07,14
5343,3429.822222,2019/06/07,15
5344,1851.4277780000002,2019/06/07,16
5345,2318.6166670000002,2019/06/07,17
5346,1759.5527780000002,2019/06/07,18
5351,0.0,2019/06/07,23
5348,0.0,2019/06/07,20
5349,0.0,2019/06/07,21
5350,0.0,2019/06/07,22
5341,9322.694444,2019/06/07,13
5347,51.62222222,2019/06/07,19
5340,8297.444444,2019/06/07,12
5339,5095.780556000001,2019/06/07,11
5338,2797.5083329999998,2019/06/07,10
5329,0.0,2019/06/07,01
5330,0.0,2019/06/07,02
5331,0.0,2019/06/07,03
5332,0.0,2019/06/07,04
5328,0.0,2019/06/07,00
5334,119.1188406,2019/06/07,06
5335,1021.7555560000001,2019/06/07,07
5336,1302.286111,2019/06/07,08
5337,1737.861111,2019/06/07,09
5333,0.0,2019/06/07,05
5365,9548.905556,2019/06/08,13
5374,0.0,2019/06/08,22
5373,0.0,2019/06/08,21
5372,606.0891365,2019/06/08,20
5371,2393.3583329999997,2019/06/08,19
5370,4692.261111,2019/06/08,18
5369,6423.625,2019/06/08,17
5368,7659.183333,2019/06/08,16
5367,7992.338889,2019/06/08,15
5366,8704.837079,2019/06/08,14
5364,9501.127778,2019/06/08,12
5375,0.0,2019/06/08,23
5362,7866.680556,2019/06/08,10
5352,0.0,2019/06/08,00
5353,0.0,2019/06/08,01
5354,0.0,2019/06/08,02
5355,0.0,2019/06/08,03
5356,0.0,2019/06/08,04
5363,8888.558332999999,2019/06/08,11
5358,576.5411765,2019/06/08,06
5359,2292.377778,2019/06/08,07
5360,4325.397222,2019/06/08,08
5361,6256.1,2019/06/08,09
5357,0.0,2019/06/08,05
5389,1847.375,2019/06/09,13
5398,0.0,2019/06/09,22
5397,0.0,2019/06/09,21
5396,62.15833333,2019/06/09,20
5395,86.025,2019/06/09,19
5394,880.5222222000001,2019/06/09,18
5393,1171.2805560000002,2019/06/09,17
5392,1066.355556,2019/06/09,16
5391,1110.638889,2019/06/09,15
5390,1364.6,2019/06/09,14
5388,1901.8055559999998,2019/06/09,12
5399,0.0,2019/06/09,23
5386,2031.019444,2019/06/09,10
5376,0.0,2019/06/09,00
5377,0.0,2019/06/09,01
5378,0.0,2019/06/09,02
5379,0.0,2019/06/09,03
5380,0.0,2019/06/09,04
5387,2922.544444,2019/06/09,11
5382,648.9166667000001,2019/06/09,06
5383,1626.491667,2019/06/09,07
5384,3092.783333,2019/06/09,08
5385,2864.283333,2019/06/09,09
5381,0.0,2019/06/09,05
5413,2410.622222,2019/06/10,13
5414,3432.847222,2019/06/10,14
5415,288.6777778,2019/06/10,15
5416,858.5611111,2019/06/10,16
5417,80.77777778,2019/06/10,17
5419,0.0,2019/06/10,19
5420,0.0,2019/06/10,20
5421,0.0,2019/06/10,21
5422,0.0,2019/06/10,22
5412,2519.255556,2019/06/10,12
5418,286.0638889,2019/06/10,18
5423,0.0,2019/06/10,23
5411,4209.483333,2019/06/10,11
5409,1580.0805560000001,2019/06/10,09
5408,804.0027778,2019/06/10,08
5407,298.6833333,2019/06/10,07
5406,0.41944444399999997,2019/06/10,06
5405,0.0,2019/06/10,05
5404,0.0,2019/06/10,04
5403,0.0,2019/06/10,03
5402,0.0,2019/06/10,02
5401,0.0,2019/06/10,01
5400,0.0,2019/06/10,00
5410,6513.194444,2019/06/10,10
5438,7939.205556,2019/06/11,14
5439,6335.386111,2019/06/11,15
5440,3660.152778,2019/06/11,16
5441,2793.413889,2019/06/11,17
5437,4594.533332999999,2019/06/11,13
5443,279.4555556,2019/06/11,19
5444,0.0,2019/06/11,20
5445,0.0,2019/06/11,21
5446,0.0,2019/06/11,22
5442,1727.919444,2019/06/11,18
5436,1112.2972220000001,2019/06/11,12
5447,0.0,2019/06/11,23
5434,1900.1556890000002,2019/06/11,10
5424,0.0,2019/06/11,00
5425,0.0,2019/06/11,01
5426,0.0,2019/06/11,02
5427,0.0,2019/06/11,03
5428,0.0,2019/06/11,04
5435,1314.138889,2019/06/11,11
5430,722.9111111000001,2019/06/11,06
5431,2435.813889,2019/06/11,07
5432,2769.066667,2019/06/11,08
5433,3455.325,2019/06/11,09
5429,0.0,2019/06/11,05
5470,0.0,2019/06/12,22
5469,0.0,2019/06/12,21
5468,1083.108333,2019/06/12,20
5467,2601.397222,2019/06/12,19
5466,3363.5,2019/06/12,18
5465,4160.482072,2019/06/12,17
5464,7564.476323000001,2019/06/12,16
5463,7687.498584,2019/06/12,15
5462,8802.588889,2019/06/12,14
5461,8567.51532,2019/06/12,13
5460,9465.188889000001,2019/06/12,12
5471,0.0,2019/06/12,23
5458,6799.172222,2019/06/12,10
5448,0.0,2019/06/12,00
5449,0.0,2019/06/12,01
5450,0.0,2019/06/12,02
5451,0.0,2019/06/12,03
5452,0.0,2019/06/12,04
5459,8908.28013,2019/06/12,11
5454,0.0,2019/06/12,06
5455,176.20833330000002,2019/06/12,07
5456,463.2472222,2019/06/12,08
5457,2756.3666670000002,2019/06/12,09
5453,0.0,2019/06/12,05
5485,9513.119444,2019/06/13,13
5486,9323.869081,2019/06/13,14
5487,8747.366667,2019/06/13,15
5488,7815.538889,2019/06/13,16
5489,6496.779944,2019/06/13,17
5491,2782.7416670000002,2019/06/13,19
5492,918.6138889,2019/06/13,20
5493,0.0,2019/06/13,21
5494,0.0,2019/06/13,22
5484,9332.662953000001,2019/06/13,12
5490,4685.836111,2019/06/13,18
5495,0.0,2019/06/13,23
5483,8613.538889,2019/06/13,11
5481,5980.472222,2019/06/13,09
5482,7480.891667,2019/06/13,10
5472,0.0,2019/06/13,00
5473,0.0,2019/06/13,01
5474,0.0,2019/06/13,02
5475,0.0,2019/06/13,03
5477,0.0,2019/06/13,05
5478,286.9833333,2019/06/13,06
5479,1454.732591,2019/06/13,07
5480,2667.346875,2019/06/13,08
5476,0.0,2019/06/13,04
5519,0.0,2019/06/14,23
5509,2310.066667,2019/06/14,13
5510,3796.588889,2019/06/14,14
5511,6698.819444,2019/06/14,15
5512,7001.557103,2019/06/14,16
5515,2100.0472219999997,2019/06/14,19
5514,3746.639024,2019/06/14,18
