,PV output,PeriodStart,hours
3250,6445.991667,2019/03/12,10
3240,0.0,2019/03/12,00
3241,0.0,2019/03/12,01
3242,0.0,2019/03/12,02
3243,0.0,2019/03/12,03
3244,0.0,2019/03/12,04
3251,6047.877778,2019/03/12,11
3246,0.0,2019/03/12,06
3247,482.91388889999996,2019/03/12,07
3248,1963.544444,2019/03/12,08
3249,3712.8,2019/03/12,09
3245,0.0,2019/03/12,05
3277,4583.488889,2019/03/13,13
3278,6098.577778,2019/03/13,14
3279,3369.975,2019/03/13,15
3280,2525.069444,2019/03/13,16
3281,942.6083332999999,2019/03/13,17
3283,0.0,2019/03/13,19
3284,0.0,2019/03/13,20
3285,0.0,2019/03/13,21
3286,0.0,2019/03/13,22
3276,7020.677778,2019/03/13,12
3282,0.0,2019/03/13,18
3287,0.0,2019/03/13,23
3275,3555.95,2019/03/13,11
3273,2773.4055559999997,2019/03/13,09
3272,1121.022222,2019/03/13,08
3271,155.04166669999998,2019/03/13,07
3270,0.0,2019/03/13,06
3269,0.0,2019/03/13,05
3268,0.0,2019/03/13,04
3267,0.0,2019/03/13,03
3266,0.0,2019/03/13,02
3265,0.0,2019/03/13,01
3264,0.0,2019/03/13,00
3274,3523.316667,2019/03/13,10
3302,499.4444444,2019/03/14,14
3303,0.0,2019/03/14,15
3304,0.0,2019/03/14,16
3305,0.0,2019/03/14,17
3301,1243.65,2019/03/14,13
3307,0.0,2019/03/14,19
3308,0.0,2019/03/14,20
3309,0.0,2019/03/14,21
3310,0.0,2019/03/14,22
3306,0.0,2019/03/14,18
3300,1306.430556,2019/03/14,12
3311,0.0,2019/03/14,23
3298,1022.8888890000001,2019/03/14,10
3288,0.0,2019/03/14,00
3289,0.0,2019/03/14,01
3290,0.0,2019/03/14,02
3291,0.0,2019/03/14,03
3292,0.0,2019/03/14,04
3299,1288.261111,2019/03/14,11
3294,0.0,2019/03/14,06
3295,3.8,2019/03/14,07
3296,304.94444439999995,2019/03/14,08
3297,900.4,2019/03/14,09
3293,0.0,2019/03/14,05
3334,0.0,2019/03/15,22
3333,0.0,2019/03/15,21
3332,0.0,2019/03/15,20
3331,0.0,2019/03/15,19
3330,0.0,2019/03/15,18
3329,259.2861111,2019/03/15,17
3328,1508.436111,2019/03/15,16
3327,2429.259887,2019/03/15,15
3326,2946.524638,2019/03/15,14
3325,2115.65861,2019/03/15,13
3324,2055.774096,2019/03/15,12
3335,0.0,2019/03/15,23
3322,1268.8035710000001,2019/03/15,10
3312,0.0,2019/03/15,00
3313,0.0,2019/03/15,01
3314,0.0,2019/03/15,02
3315,0.0,2019/03/15,03
3316,0.0,2019/03/15,04
3323,837.4539682999999,2019/03/15,11
3318,0.0,2019/03/15,06
3319,0.0,2019/03/15,07
3320,58.62606232,2019/03/15,08
3321,279.4350282,2019/03/15,09
3317,0.0,2019/03/15,05
3349,7214.447222,2019/03/16,13
3350,6472.061111,2019/03/16,14
3351,5115.344443999999,2019/03/16,15
3352,3266.466667,2019/03/16,16
3353,1359.0861109999998,2019/03/16,17
3355,0.0,2019/03/16,19
3356,0.0,2019/03/16,20
3357,0.0,2019/03/16,21
3358,0.0,2019/03/16,22
3348,7264.6,2019/03/16,12
3354,3.858333333,2019/03/16,18
3359,0.0,2019/03/16,23
3347,6816.944444,2019/03/16,11
3345,4497.555556,2019/03/16,09
3346,4595.2,2019/03/16,10
3336,0.0,2019/03/16,00
3337,0.0,2019/03/16,01
3338,0.0,2019/03/16,02
3339,0.0,2019/03/16,03
3341,0.0,2019/03/16,05
3342,0.0,2019/03/16,06
3343,131.7,2019/03/16,07
3344,1690.1638890000002,2019/03/16,08
3340,0.0,2019/03/16,04
3383,0.0,2019/03/17,23
3373,4664.336111,2019/03/17,13
3374,2234.794444,2019/03/17,14
3375,850.4305555999999,2019/03/17,15
3376,6.4916666670000005,2019/03/17,16
3379,0.0,2019/03/17,19
3378,0.0,2019/03/17,18
3380,0.0,2019/03/17,20
3381,0.0,2019/03/17,21
3372,1918.047222,2019/03/17,12
3377,0.0,2019/03/17,17
3382,0.0,2019/03/17,22
3371,3224.108883,2019/03/17,11
3369,4022.614943,2019/03/17,09
3360,0.0,2019/03/17,00
3361,0.0,2019/03/17,01
3362,0.0,2019/03/17,02
3363,0.0,2019/03/17,03
3370,4328.093484,2019/03/17,10
3365,0.0,2019/03/17,05
3366,0.0,2019/03/17,06
3367,807.4199396,2019/03/17,07
3368,1668.628743,2019/03/17,08
3364,0.0,2019/03/17,04
3398,5466.019444,2019/03/18,14
3407,0.0,2019/03/18,23
3406,0.0,2019/03/18,22
3405,0.0,2019/03/18,21
3404,0.0,2019/03/18,20
3403,0.0,2019/03/18,19
3402,0.0,2019/03/18,18
3401,1110.763889,2019/03/18,17
3400,1450.697222,2019/03/18,16
3399,2670.080556,2019/03/18,15
3397,3975.8194439999997,2019/03/18,13
3396,4626.036111,2019/03/18,12
3384,0.0,2019/03/18,00
3395,5374.186111,2019/03/18,11
3385,0.0,2019/03/18,01
3386,0.0,2019/03/18,02
3388,0.0,2019/03/18,04
3389,0.0,2019/03/18,05
3387,0.0,2019/03/18,03
3391,728.575,2019/03/18,07
3392,1693.922222,2019/03/18,08
3393,3698.4833329999997,2019/03/18,09
3394,6223.919444,2019/03/18,10
3390,0.0,2019/03/18,06
3425,1364.377778,2019/03/19,17
3422,5802.938889,2019/03/19,14
3423,4501.663889,2019/03/19,15
3424,3809.086111,2019/03/19,16
3426,0.0,2019/03/19,18
3421,3683.572222,2019/03/19,13
3428,0.0,2019/03/19,20
3429,0.0,2019/03/19,21
3430,0.0,2019/03/19,22
3431,0.0,2019/03/19,23
3427,0.0,2019/03/19,19
3420,5217.519444,2019/03/19,12
3408,0.0,2019/03/19,00
3418,6209.088889,2019/03/19,10
3417,4342.077778,2019/03/19,09
3416,2271.586111,2019/03/19,08
3415,513.8833333,2019/03/19,07
3414,0.0,2019/03/19,06
3413,0.0,2019/03/19,05
3412,0.0,2019/03/19,04
3411,0.0,2019/03/19,03
3410,0.0,2019/03/19,02
3409,0.0,2019/03/19,01
3419,7568.741667,2019/03/19,11
3446,7106.119444,2019/03/20,14
3447,5640.225,2019/03/20,15
3448,3603.783333,2019/03/20,16
3449,1535.972222,2019/03/20,17
3450,66.06388889,2019/03/20,18
3455,0.0,2019/03/20,23
3452,0.0,2019/03/20,20
3453,0.0,2019/03/20,21
3454,0.0,2019/03/20,22
3445,7832.966667000001,2019/03/20,13
3451,0.0,2019/03/20,19
3444,7966.655556000001,2019/03/20,12
3443,7541.172222,2019/03/20,11
3442,6328.85,2019/03/20,10
3441,4616.077778,2019/03/20,09
3440,2594.936111,2019/03/20,08
3439,659.5388889,2019/03/20,07
3438,0.0,2019/03/20,06
3437,0.0,2019/03/20,05
3436,0.0,2019/03/20,04
3435,0.0,2019/03/20,03
3434,0.0,2019/03/20,02
3433,0.0,2019/03/20,01
3432,0.0,2019/03/20,00
3470,6910.666667,2019/03/21,14
3471,5538.183333,2019/03/21,15
3472,3586.469444,2019/03/21,16
3473,1389.65,2019/03/21,17
3474,74.70555556,2019/03/21,18
3479,0.0,2019/03/21,23
3476,0.0,2019/03/21,20
3477,0.0,2019/03/21,21
3478,0.0,2019/03/21,22
3469,7671.258333,2019/03/21,13
3475,0.0,2019/03/21,19
3468,7751.866667,2019/03/21,12
3467,7370.763889,2019/03/21,11
3466,6325.697222,2019/03/21,10
3457,0.0,2019/03/21,01
3458,0.0,2019/03/21,02
3459,0.0,2019/03/21,03
3460,0.0,2019/03/21,04
3456,0.0,2019/03/21,00
3462,0.422535211,2019/03/21,06
3463,898.1527777999999,2019/03/21,07
3464,2606.2972219999997,2019/03/21,08
3465,4656.480556,2019/03/21,09
3461,0.0,2019/03/21,05
3493,7242.344443999999,2019/03/22,13
3502,0.0,2019/03/22,22
3501,0.0,2019/03/22,21
3500,0.0,2019/03/22,20
3499,0.0,2019/03/22,19
3498,91.57777778,2019/03/22,18
3497,1563.9555560000001,2019/03/22,17
3496,3243.025,2019/03/22,16
3495,5302.008333,2019/03/22,15
3494,6543.402778,2019/03/22,14
3492,7389.314762999999,2019/03/22,12
3503,0.0,2019/03/22,23
3490,6088.025,2019/03/22,10
3480,0.0,2019/03/22,00
3481,0.0,2019/03/22,01
3482,0.0,2019/03/22,02
3483,0.0,2019/03/22,03
3484,0.0,2019/03/22,04
3491,7027.825,2019/03/22,11
3486,0.49132948,2019/03/22,06
3487,769.9861111,2019/03/22,07
3488,2674.0777780000003,2019/03/22,08
3489,4639.752778,2019/03/22,09
3485,0.0,2019/03/22,05
3517,7128.208333,2019/03/23,13
3526,0.0,2019/03/23,22
3525,0.0,2019/03/23,21
3524,0.0,2019/03/23,20
3523,0.0,2019/03/23,19
3522,107.05,2019/03/23,18
3521,1620.638889,2019/03/23,17
3520,3427.211111,2019/03/23,16
3519,5125.85,2019/03/23,15
3518,6453.322222,2019/03/23,14
3516,7341.480556,2019/03/23,12
3527,0.0,2019/03/23,23
3514,6162.025,2019/03/23,10
3504,0.0,2019/03/23,00
3505,0.0,2019/03/23,01
3506,0.0,2019/03/23,02
3507,0.0,2019/03/23,03
3508,0.0,2019/03/23,04
3515,7016.983333,2019/03/23,11
3510,0.0,2019/03/23,06
3511,885.0861110999999,2019/03/23,07
3512,2773.377778,2019/03/23,08
3513,4705.822222,2019/03/23,09
3509,0.0,2019/03/23,05
3541,7106.141538,2019/03/24,13
3542,6398.816667,2019/03/24,14
3543,5123.938719,2019/03/24,15
3544,3460.036111,2019/03/24,16
3545,1580.661111,2019/03/24,17
3547,0.0,2019/03/24,19
3548,0.0,2019/03/24,20
3549,0.0,2019/03/24,21
3550,0.0,2019/03/24,22
3540,7277.170520000001,2019/03/24,12
3546,131.5444444,2019/03/24,18
3551,0.0,2019/03/24,23
3539,6948.389972,2019/03/24,11
3537,4541.3951369999995,2019/03/24,09
3536,2701.3706899999997,2019/03/24,08
3535,942.5325778999999,2019/03/24,07
3534,0.0,2019/03/24,06
3533,0.0,2019/03/24,05
3532,0.0,2019/03/24,04
3531,0.0,2019/03/24,03
3530,0.0,2019/03/24,02
3529,0.0,2019/03/24,01
3528,0.0,2019/03/24,00
3538,6042.392442,2019/03/24,10
3566,7551.327778,2019/03/25,14
3567,5180.877778,2019/03/25,15
3568,2532.955432,2019/03/25,16
3569,417.4916667,2019/03/25,17
3565,9281.3,2019/03/25,13
3571,0.0,2019/03/25,19
3572,0.0,2019/03/25,20
3573,0.0,2019/03/25,21
3574,0.0,2019/03/25,22
3570,86.50833333,2019/03/25,18
3564,8358.0,2019/03/25,12
3575,0.0,2019/03/25,23
3562,6469.830556,2019/03/25,10
3552,0.0,2019/03/25,00
3553,0.0,2019/03/25,01
3554,0.0,2019/03/25,02
3555,0.0,2019/03/25,03
3556,0.0,2019/03/25,04
3563,7437.641667,2019/03/25,11
3558,0.0,2019/03/25,06
3559,861.2027777999999,2019/03/25,07
3560,2534.3666670000002,2019/03/25,08
3561,4745.708333,2019/03/25,09
3557,0.0,2019/03/25,05
3598,0.0,2019/03/26,22
3597,0.0,2019/03/26,21
3596,0.0,2019/03/26,20
3595,0.0,2019/03/26,19
3594,155.66666669999998,2019/03/26,18
3593,1742.2916670000002,2019/03/26,17
3592,4093.863889,2019/03/26,16
3591,5968.102778,2019/03/26,15
3590,7262.958333,2019/03/26,14
3589,7963.986111,2019/03/26,13
3588,7865.25,2019/03/26,12
3599,0.0,2019/03/26,23
3586,5151.894444,2019/03/26,10
3576,0.0,2019/03/26,00
3577,0.0,2019/03/26,01
3578,0.0,2019/03/26,02
3579,0.0,2019/03/26,03
3580,0.0,2019/03/26,04
3587,7077.355556,2019/03/26,11
3582,0.0,2019/03/26,06
3583,581.7472222,2019/03/26,07
3584,2624.425,2019/03/26,08
3585,3359.7583329999998,2019/03/26,09
3581,0.0,2019/03/26,05
3613,8098.177778,2019/03/27,13
3614,7210.086111,2019/03/27,14
3615,5452.238889,2019/03/27,15
3616,2947.7075210000003,2019/03/27,16
3617,1127.105556,2019/03/27,17
3619,0.0,2019/03/27,19
3620,0.0,2019/03/27,20
3621,0.0,2019/03/27,21
3622,0.0,2019/03/27,22
3612,8261.722222,2019/03/27,12
3618,81.86388889,2019/03/27,18
3623,0.0,2019/03/27,23
3611,7728.388889,2019/03/27,11
3609,5066.661111,2019/03/27,09
3610,6677.561111,2019/03/27,10
3600,0.0,2019/03/27,00
3601,0.0,2019/03/27,01
3602,0.0,2019/03/27,02
3603,0.0,2019/03/27,03
3605,0.0,2019/03/27,05
3606,0.0,2019/03/27,06
3607,1086.5305560000002,2019/03/27,07
3608,3047.8444440000003,2019/03/27,08
3604,0.0,2019/03/27,04
3647,0.0,2019/03/28,23
3637,8023.569444,2019/03/28,13
3638,7231.213889,2019/03/28,14
3639,5874.611111,2019/03/28,15
3640,4036.213889,2019/03/28,16
3643,0.0,2019/03/28,19
3642,46.98333333,2019/03/28,18
3644,0.0,2019/03/28,20
3645,0.0,2019/03/28,21
3636,8228.291667,2019/03/28,12
3641,1805.8416670000001,2019/03/28,17
3646,0.0,2019/03/28,22
3635,7846.175,2019/03/28,11
3633,5117.380556,2019/03/28,09
3624,0.0,2019/03/28,00
3625,0.0,2019/03/28,01
3626,0.0,2019/03/28,02
3627,0.0,2019/03/28,03
3634,6702.133333,2019/03/28,10
3629,0.0,2019/03/28,05
3630,19.32777778,2019/03/28,06
3631,1214.341667,2019/03/28,07
3632,3114.6416670000003,2019/03/28,08
3628,0.0,2019/03/28,04
3661,7466.033332999999,2019/03/29,13
3670,0.0,2019/03/29,22
3669,0.0,2019/03/29,21
3668,0.0,2019/03/29,20
3667,0.0,2019/03/29,19
3666,223.375,2019/03/29,18
3665,1944.238889,2019/03/29,17
3664,3754.244444,2019/03/29,16
3663,5467.947222,2019/03/29,15
3662,6822.172222,2019/03/29,14
3660,7647.65,2019/03/29,12
3671,0.0,2019/03/29,23
3658,6396.816667,2019/03/29,10
3648,0.0,2019/03/29,00
3649,0.0,2019/03/29,01
3650,0.0,2019/03/29,02
3651,0.0,2019/03/29,03
3652,0.0,2019/03/29,04
3659,7269.352778,2019/03/29,11
3654,18.89166667,2019/03/29,06
3655,1219.85,2019/03/29,07
3656,3098.119444,2019/03/29,08
3657,4928.219443999999,2019/03/29,09
3653,0.0,2019/03/29,05
3685,7433.375,2019/03/30,13
3686,6839.8,2019/03/30,14
3687,5755.473538,2019/03/30,15
3688,3979.9555560000003,2019/03/30,16
3689,1968.475,2019/03/30,17
3691,0.0,2019/03/30,19
3692,0.0,2019/03/30,20
3693,0.0,2019/03/30,21
3694,0.0,2019/03/30,22
3684,7685.548387000001,2019/03/30,12
3690,101.93611109999999,2019/03/30,18
3695,0.0,2019/03/30,23
3683,7282.261111,2019/03/30,11
3681,5024.316667,2019/03/30,09
3680,3202.561111,2019/03/30,08
3679,1310.341667,2019/03/30,07
3678,37.06303725,2019/03/30,06
3677,0.0,2019/03/30,05
3676,0.0,2019/03/30,04
3675,0.0,2019/03/30,03
3674,0.0,2019/03/30,02
3673,0.0,2019/03/30,01
3672,0.0,2019/03/30,00
3682,6418.569444,2019/03/30,10
3710,7239.25,2019/03/31,14
3711,6611.655556000001,2019/03/31,15
3712,5858.236111,2019/03/31,16
3713,3994.841667,2019/03/31,17
3709,7059.052778,2019/03/31,13
3715,225.25,2019/03/31,19
3716,0.0,2019/03/31,20
3717,0.0,2019/03/31,21
3718,0.0,2019/03/31,22
3714,2024.159091,2019/03/31,18
3708,7314.961111,2019/03/31,12
3719,0.0,2019/03/31,23
3706,5014.191667,2019/03/31,10
3696,0.0,2019/03/31,00
3697,0.0,2019/03/31,01
3698,0.0,2019/03/31,02
3699,0.0,2019/03/31,03
3700,0.0,2019/03/31,04
3707,6394.494444,2019/03/31,11
3702,0.0,2019/03/31,06
3703,56.03899721,2019/03/31,07
3704,1345.267442,2019/03/31,08
3705,3269.136111,2019/03/31,09
3701,0.0,2019/03/31,05
3734,7544.95,2019/04/01,14
3735,5911.013889,2019/04/01,15
3736,5431.461111,2019/04/01,16
3737,3654.247222,2019/04/01,17
3738,1718.5861109999998,2019/04/01,18
3740,0.0,2019/04/01,20
3741,0.0,2019/04/01,21
3742,0.0,2019/04/01,22
3743,0.0,2019/04/01,23
3733,7634.947222,2019/04/01,13
3739,59.99444444,2019/04/01,19
3732,7434.625,2019/04/01,12
3731,6437.519444,2019/04/01,11
3730,4991.45,2019/04/01,10
3721,0.0,2019/04/01,01
3722,0.0,2019/04/01,02
3723,0.0,2019/04/01,03
3724,0.0,2019/04/01,04
3720,0.0,2019/04/01,00
3726,0.0,2019/04/01,06
3727,55.73055556,2019/04/01,07
3728,1331.65,2019/04/01,08
3729,3211.341667,2019/04/01,09
3725,0.0,2019/04/01,05
3757,7724.152778,2019/04/02,13
3766,0.0,2019/04/02,22
3765,0.0,2019/04/02,21
3764,0.0,2019/04/02,20
3763,0.0,2019/04/02,19
3762,781.575,2019/04/02,18
3761,2815.300836,2019/04/02,17
3760,5866.047222,2019/04/02,16
3759,6652.297222,2019/04/02,15
3758,7088.986111,2019/04/02,14
3756,7168.897222,2019/04/02,12
3767,0.0,2019/04/02,23
3754,5013.702778,2019/04/02,10
3744,0.0,2019/04/02,00
3745,0.0,2019/04/02,01
3746,0.0,2019/04/02,02
3747,0.0,2019/04/02,03
3748,0.0,2019/04/02,04
3755,6368.041667,2019/04/02,11
3750,0.0,2019/04/02,06
3751,105.45352109999999,2019/04/02,07
3752,1377.226744,2019/04/02,08
3753,3112.580556,2019/04/02,09
3749,0.0,2019/04/02,05
3781,3457.211111,2019/04/03,13
3790,0.0,2019/04/03,22
3789,0.0,2019/04/03,21
3788,0.0,2019/04/03,20
3787,0.0,2019/04/03,19
3786,0.0,2019/04/03,18
3785,214.1024096,2019/04/03,17
3784,148.2597865,2019/04/03,16
3783,50.41944444,2019/04/03,15
3782,382.1388889,2019/04/03,14
3780,2197.7805559999997,2019/04/03,12
3791,0.0,2019/04/03,23
3778,3143.35,2019/04/03,10
3768,0.0,2019/04/03,00
3769,0.0,2019/04/03,01
3770,0.0,2019/04/03,02
3771,0.0,2019/04/03,03
3772,0.0,2019/04/03,04
3779,4360.122222,2019/04/03,11
3774,0.0,2019/04/03,06
3775,0.0,2019/04/03,07
3776,195.6138889,2019/04/03,08
3777,1866.375,2019/04/03,09
3773,0.0,2019/04/03,05
3805,0.0,2019/04/04,13
3806,0.0,2019/04/04,14
3807,0.0,2019/04/04,15
3808,0.0,2019/04/04,16
3809,0.0,2019/04/04,17
3811,0.0,2019/04/04,19
3812,0.0,2019/04/04,20
3813,0.0,2019/04/04,21
3814,0.0,2019/04/04,22
3804,0.0,2019/04/04,12
3810,0.0,2019/04/04,18
3815,0.0,2019/04/04,23
3803,0.0,2019/04/04,11
3801,0.467261905,2019/04/04,09
3800,0.0,2019/04/04,08
3799,0.0,2019/04/04,07
3798,0.0,2019/04/04,06
3797,0.0,2019/04/04,05
3796,0.0,2019/04/04,04
3795,0.0,2019/04/04,03
3794,0.0,2019/04/04,02
3793,0.0,2019/04/04,01
3792,0.0,2019/04/04,00
3802,0.0,2019/04/04,10
3830,7315.333333,2019/04/05,14
3831,3951.647222,2019/04/05,15
3832,7767.897222,2019/04/05,16
3833,4854.347222,2019/04/05,17
3829,8327.127778,2019/04/05,13
3835,335.3722222,2019/04/05,19
3836,0.0,2019/04/05,20
3837,0.0,2019/04/05,21
3838,0.0,2019/04/05,22
3834,1839.6805559999998,2019/04/05,18
3828,3681.005556,2019/04/05,12
3839,0.0,2019/04/05,23
3826,1220.930556,2019/04/05,10
3816,0.0,2019/04/05,00
3817,0.0,2019/04/05,01
3818,0.0,2019/04/05,02
3819,0.0,2019/04/05,03
3820,0.0,2019/04/05,04
3827,2204.605556,2019/04/05,11
3822,0.0,2019/04/05,06
3823,0.0,2019/04/05,07
3824,0.0,2019/04/05,08
3825,98.475,2019/04/05,09
3821,0.0,2019/04/05,05
3862,0.0,2019/04/06,22
3861,0.0,2019/04/06,21
3860,0.0,2019/04/06,20
3859,413.2972222,2019/04/06,19
3858,2568.791667,2019/04/06,18
3857,3896.7027780000003,2019/04/06,17
3856,6053.327778,2019/04/06,16
3855,7246.827778,2019/04/06,15
3854,7632.827195,2019/04/06,14
3853,5667.927778,2019/04/06,13
3852,3285.502874,2019/04/06,12
3863,0.0,2019/04/06,23
3850,4454.611732,2019/04/06,10
3840,0.0,2019/04/06,00
3841,0.0,2019/04/06,01
3842,0.0,2019/04/06,02
3843,0.0,2019/04/06,03
3844,0.0,2019/04/06,04
3851,5272.520833,2019/04/06,11
3846,0.0,2019/04/06,06
3847,2.305810398,2019/04/06,07
3848,914.8607955,2019/04/06,08
3849,2306.8148149999997,2019/04/06,09
3845,0.0,2019/04/06,05
3877,2618.2194440000003,2019/04/07,13
3878,3847.3583329999997,2019/04/07,14
3879,2842.538889,2019/04/07,15
3880,2177.166667,2019/04/07,16
3881,1596.608333,2019/04/07,17
3883,0.0,2019/04/07,19
3884,0.0,2019/04/07,20
3885,0.0,2019/04/07,21
3886,0.0,2019/04/07,22
3876,2444.816667,2019/04/07,12
3882,742.0972222,2019/04/07,18
3887,0.0,2019/04/07,23
3875,3060.225,2019/04/07,11
3873,1910.830556,2019/04/07,09
3874,3043.636111,2019/04/07,10
3864,0.0,2019/04/07,00
3865,0.0,2019/04/07,01
3866,0.0,2019/04/07,02
3867,0.0,2019/04/07,03
3869,0.0,2019/04/07,05
3870,0.0,2019/04/07,06
3871,0.0,2019/04/07,07
3872,88.375,2019/04/07,08
3868,0.0,2019/04/07,04
3911,0.0,2019/04/08,23
3901,6739.719443999999,2019/04/08,13
3902,3364.3555560000004,2019/04/08,14
3903,2327.705556,2019/04/08,15
3904,2255.711111,2019/04/08,16
3907,393.325,2019/04/08,19
3906,1587.2194439999998,2019/04/08,18
3908,0.0,2019/04/08,20
3909,0.0,2019/04/08,21
3900,8325.069444,2019/04/08,12
3905,2335.775,2019/04/08,17
3910,0.0,2019/04/08,22
3899,7587.661111,2019/04/08,11
3897,2691.9694440000003,2019/04/08,09
3888,0.0,2019/04/08,00
3889,0.0,2019/04/08,01
3890,0.0,2019/04/08,02
3891,0.0,2019/04/08,03
3898,5733.438889,2019/04/08,10
3893,0.0,2019/04/08,05
3894,0.0,2019/04/08,06
3895,4.769662921,2019/04/08,07
3896,935.9805556,2019/04/08,08
3892,0.0,2019/04/08,04
3925,7779.944444,2019/04/09,13
3934,0.0,2019/04/09,22
3933,0.0,2019/04/09,21
3932,0.0,2019/04/09,20
3931,601.6388889,2019/04/09,19
3930,1810.236111,2019/04/09,18
3929,1208.708333,2019/04/09,17
3928,6617.272222,2019/04/09,16
3927,6041.208333,2019/04/09,15
3926,7913.205556,2019/04/09,14
3924,6990.627778,2019/04/09,12
3935,0.0,2019/04/09,23
3922,5173.45,2019/04/09,10
3912,0.0,2019/04/09,00
3913,0.0,2019/04/09,01
3914,0.0,2019/04/09,02
3915,0.0,2019/04/09,03
3916,0.0,2019/04/09,04
3923,6593.15,2019/04/09,11
3918,0.0,2019/04/09,06
3919,0.0,2019/04/09,07
3920,206.49526809999998,2019/04/09,08
3921,1772.2342859999999,2019/04/09,09
3917,0.0,2019/04/09,05
3949,7220.427778,2019/04/10,13
3950,3831.425,2019/04/10,14
3951,5024.619444,2019/04/10,15
3952,1408.716667,2019/04/10,16
3953,654.5777778,2019/04/10,17
3955,0.0,2019/04/10,19
3956,0.0,2019/04/10,20
3957,0.0,2019/04/10,21
3958,0.0,2019/04/10,22
3948,7823.919444,2019/04/10,12
3954,224.84444440000001,2019/04/10,18
3959,0.0,2019/04/10,23
3947,6964.686111,2019/04/10,11
3945,2329.6166670000002,2019/04/10,09
3944,1137.083333,2019/04/10,08
3943,145.8666667,2019/04/10,07
3942,0.0,2019/04/10,06
3941,0.0,2019/04/10,05
3940,0.0,2019/04/10,04
3939,0.0,2019/04/10,03
3938,0.0,2019/04/10,02
3937,0.0,2019/04/10,01
3936,0.0,2019/04/10,00
3946,5833.233333,2019/04/10,10
3974,4997.538889,2019/04/11,14
3975,3427.188889,2019/04/11,15
3976,2091.605556,2019/04/11,16
3977,1861.877778,2019/04/11,17
3973,3259.2583329999998,2019/04/11,13
3979,12.1,2019/04/11,19
3980,0.0,2019/04/11,20
3981,0.0,2019/04/11,21
3982,0.0,2019/04/11,22
3978,769.1194444,2019/04/11,18
3972,5070.491667,2019/04/11,12
3983,0.0,2019/04/11,23
3970,2664.5472219999997,2019/04/11,10
3960,0.0,2019/04/11,00
3961,0.0,2019/04/11,01
3962,0.0,2019/04/11,02
3963,0.0,2019/04/11,03
3964,0.0,2019/04/11,04
3971,4629.775,2019/04/11,11
3966,0.0,2019/04/11,06
3967,0.0,2019/04/11,07
3968,93.42222222,2019/04/11,08
3969,827.8777778,2019/04/11,09
3965,0.0,2019/04/11,05
4007,0.0,2019/04/12,23
4006,0.0,2019/04/12,22
4005,0.0,2019/04/12,21
4004,0.0,2019/04/12,20
4003,247.2611111,2019/04/12,19
4002,1156.230556,2019/04/12,18
4001,2599.752778,2019/04/12,17
4000,6226.044444,2019/04/12,16
3998,8811.588889,2019/04/12,14
3997,8652.819444,2019/04/12,13
3996,8489.638889,2019/04/12,12
3999,8351.808332999999,2019/04/12,15
3994,5727.866667,2019/04/12,10
3995,7344.491667,2019/04/12,11
3985,0.0,2019/04/12,01
3986,0.0,2019/04/12,02
3987,0.0,2019/04/12,03
3988,0.0,2019/04/12,04
3984,0.0,2019/04/12,00
3990,0.0,2019/04/12,06
3991,429.7361111000001,2019/04/12,07
3992,1996.705556,2019/04/12,08
3993,3902.325,2019/04/12,09
3989,0.0,2019/04/12,05
4022,3236.105556,2019/04/13,14
4023,4399.372222,2019/04/13,15
4024,4055.197222,2019/04/13,16
4025,3568.583333,2019/04/13,17
4026,1822.2111109999998,2019/04/13,18
4028,0.0,2019/04/13,20
4029,0.0,2019/04/13,21
4030,0.0,2019/04/13,22
4031,0.0,2019/04/13,23
4021,4517.097222,2019/04/13,13
4027,31.51388889,2019/04/13,19
4020,8154.694444,2019/04/13,12
4010,0.0,2019/04/13,02
4018,4227.691667,2019/04/13,10
4019,5491.705556,2019/04/13,11
4009,0.0,2019/04/13,01
4011,0.0,2019/04/13,03
4012,0.0,2019/04/13,04
4008,0.0,2019/04/13,00
4014,0.0,2019/04/13,06
4015,296.1611111,2019/04/13,07
4016,1785.813889,2019/04/13,08
4017,2894.988889,2019/04/13,09
4013,0.0,2019/04/13,05
4045,3261.1,2019/04/14,13
4054,0.0,2019/04/14,22
4053,0.0,2019/04/14,21
4052,0.0,2019/04/14,20
4051,0.0,2019/04/14,19
4050,437.0777778,2019/04/14,18
4049,2992.4527780000003,2019/04/14,17
4048,2396.369444,2019/04/14,16
4055,0.0,2019/04/14,23
4046,3304.333333,2019/04/14,14
4044,5680.502778,2019/04/14,12
4047,3589.836111,2019/04/14,15
4042,4357.521246,2019/04/14,10
4032,0.0,2019/04/14,00
4033,0.0,2019/04/14,01
4034,0.0,2019/04/14,02
4035,0.0,2019/04/14,03
4036,0.0,2019/04/14,04
4043,4014.9555560000003,2019/04/14,11
4038,0.0,2019/04/14,06
4039,392.50877189999994,2019/04/14,07
4040,1880.386111,2019/04/14,08
4041,4145.4297990000005,2019/04/14,09
4037,0.0,2019/04/14,05
4078,0.0,2019/04/15,22
4077,0.0,2019/04/15,21
4076,0.0,2019/04/15,20
4075,662.5388889,2019/04/15,19
4074,2823.1,2019/04/15,18
4073,4816.580556,2019/04/15,17
4072,6600.697222,2019/04/15,16
4071,7972.286111,2019/04/15,15
4070,8825.888889,2019/04/15,14
4069,8223.252778,2019/04/15,13
4068,4423.777778,2019/04/15,12
4079,0.0,2019/04/15,23
4066,3123.825,2019/04/15,10
